asct_label,phenotype_label,gene_label,gene_expr,publication_count,asct,phenotype,gene
kidney,Nephropathy,MT-CO1,5.475004,469,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.475004,359,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.475004,266,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.475004,225,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Renal insufficiency,MT-CO1,5.475004,184,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/7419
nephron,Acute kidney injury,MT-CO1,5.475004,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/7419
nephron tubule,Focal segmental glomerulosclerosis,MT-CO1,5.475004,154,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000097,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.475004,145,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.475004,136,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.475004,79,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.475004,56,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Renal insufficiency,MT-CO1,5.475004,54,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/7419
nephron,Focal segmental glomerulosclerosis,MT-CO1,5.475004,44,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000097,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.475004,43,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.475004,28,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Nephropathy,MT-CO1,5.475004,23,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.475004,16,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Nephropathy,MT-CO1,5.475004,16,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Nephropathy,MT-CO1,5.475004,11,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.475004,11,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Nephropathy,MT-CO1,5.475004,8,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Nephropathy,MT-CO1,5.475004,3,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Nephropathy,MT-CO1,5.475004,2,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Nephropathy,MT-CO1,5.475004,1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Renal insufficiency,BRIP1,5.4730506,2890,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/20473
kidney,Acute kidney injury,MT-CO1,5.469419,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/7419
kidney,Renal insufficiency,MT-CO1,5.469419,2890,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.469419,1986,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.469419,1719,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.469419,1535,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Focal segmental glomerulosclerosis,MT-CO1,5.469419,1317,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000097,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.469419,763,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.469419,469,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.469419,359,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
cortex of kidney,Acute kidney injury,MT-CO1,5.469419,286,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.469419,225,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.469419,79,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
cortex of kidney,Nephropathy,MT-CO1,5.469419,64,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
cortex of kidney,Nephropathy,MT-CO1,5.469419,51,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
cortex of kidney,Focal segmental glomerulosclerosis,MT-CO1,5.469419,49,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/HP_0000097,http://identifiers.org/hgnc/7419
collecting duct of renal tubule,Acute kidney injury,MT-CO1,5.469419,27,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/7419
cortex of kidney,Renal insufficiency,MT-CO1,5.469419,25,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/7419
cortex of kidney,Nephropathy,MT-CO1,5.469419,16,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
cortex of kidney,Nephropathy,MT-CO1,5.469419,12,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.469419,11,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
cortex of kidney,Nephropathy,MT-CO1,5.469419,10,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
collecting duct of renal tubule,Nephropathy,MT-CO1,5.469419,8,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
cortex of kidney,Nephropathy,MT-CO1,5.469419,7,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
cortex of kidney,Nephropathy,MT-CO1,5.469419,6,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
collecting duct of renal tubule,Renal insufficiency,MT-CO1,5.469419,5,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/7419
collecting duct of renal tubule,Nephropathy,MT-CO1,5.469419,4,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
collecting duct of renal tubule,Focal segmental glomerulosclerosis,MT-CO1,5.469419,3,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0000097,http://identifiers.org/hgnc/7419
collecting duct of renal tubule,Nephropathy,MT-CO1,5.469419,1,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Acute kidney injury,MT-CO1,5.4632206,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/7419
kidney,Renal insufficiency,MT-CO1,5.4632206,2890,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4632206,1986,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Acute kidney injury,MT-CO1,5.4632206,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4632206,1719,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4632206,1535,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Focal segmental glomerulosclerosis,MT-CO1,5.4632206,1317,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000097,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4632206,763,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.4632206,645,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4632206,469,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4632206,359,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.4632206,266,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4632206,225,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Renal insufficiency,MT-CO1,5.4632206,184,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/7419
nephron,Acute kidney injury,MT-CO1,5.4632206,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/7419
nephron tubule,Focal segmental glomerulosclerosis,MT-CO1,5.4632206,154,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000097,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.4632206,145,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.4632206,136,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4632206,79,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.4632206,56,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Renal insufficiency,MT-CO1,5.4632206,54,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/7419
nephron,Focal segmental glomerulosclerosis,MT-CO1,5.4632206,44,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000097,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.4632206,43,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.4632206,28,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Nephropathy,MT-CO1,5.4632206,23,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.4632206,16,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Nephropathy,MT-CO1,5.4632206,16,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Nephropathy,MT-CO1,5.4632206,11,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4632206,11,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Nephropathy,MT-CO1,5.4632206,8,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Nephropathy,MT-CO1,5.4632206,3,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Nephropathy,MT-CO1,5.4632206,2,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Nephropathy,MT-CO1,5.4632206,1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Renal insufficiency,MYH9,5.458932,2890,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/7579
kidney,Nephropathy,MYH9,5.458932,1986,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7579
kidney,Nephritis,MYH9,5.458932,1986,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000123,http://identifiers.org/hgnc/7579
kidney,Nephropathy,MYH9,5.458932,1719,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7579
kidney,Nephropathy,MYH9,5.458932,1535,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7579
kidney,Nephropathy,MYH9,5.458932,763,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7579
kidney,Nephropathy,MYH9,5.458932,469,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7579
kidney,Nephropathy,MYH9,5.458932,359,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7579
kidney,Nephropathy,MYH9,5.458932,225,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7579
kidney,Nephropathy,MYH9,5.458932,79,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7579
kidney,Nephropathy,MYH9,5.458932,11,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7579
kidney,Acute kidney injury,MT-CO1,5.4547977,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/7419
kidney,Renal insufficiency,MT-CO1,5.4547977,2890,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4547977,1986,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Acute kidney injury,MT-CO1,5.4547977,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4547977,1719,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4547977,1535,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Focal segmental glomerulosclerosis,MT-CO1,5.4547977,1317,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000097,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4547977,763,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.4547977,645,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4547977,469,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4547977,359,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.4547977,266,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4547977,225,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Renal insufficiency,MT-CO1,5.4547977,184,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/7419
nephron,Acute kidney injury,MT-CO1,5.4547977,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/7419
nephron tubule,Focal segmental glomerulosclerosis,MT-CO1,5.4547977,154,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000097,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.4547977,145,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.4547977,136,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4547977,79,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.4547977,56,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Renal insufficiency,MT-CO1,5.4547977,54,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/7419
nephron,Focal segmental glomerulosclerosis,MT-CO1,5.4547977,44,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000097,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.4547977,43,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.4547977,28,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Nephropathy,MT-CO1,5.4547977,23,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Nephropathy,MT-CO1,5.4547977,16,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Nephropathy,MT-CO1,5.4547977,16,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Nephropathy,MT-CO1,5.4547977,11,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4547977,11,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Nephropathy,MT-CO1,5.4547977,8,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Nephropathy,MT-CO1,5.4547977,3,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Nephropathy,MT-CO1,5.4547977,2,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron,Nephropathy,MT-CO1,5.4547977,1,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Acute kidney injury,MT-CO1,5.4500484,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/7419
kidney,Renal insufficiency,MT-CO1,5.4500484,2890,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4500484,1986,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4500484,1719,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4500484,1535,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Focal segmental glomerulosclerosis,MT-CO1,5.4500484,1317,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000097,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4500484,763,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4500484,469,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4500484,359,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4500484,225,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4500484,79,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4500484,11,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Acute kidney injury,MT-CO1,5.4400673,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/7419
kidney,Renal insufficiency,MT-CO1,5.4400673,2890,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000083,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4400673,1986,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
nephron tubule,Acute kidney injury,MT-CO1,5.4400673,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4400673,1719,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4400673,1535,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
kidney,Focal segmental glomerulosclerosis,MT-CO1,5.4400673,1317,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000097,http://identifiers.org/hgnc/7419
kidney,Nephropathy,MT-CO1,5.4400673,763,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0000112,http://identifiers.org/hgnc/7419
