subject,predicate,object,category,knowledge_level,agent_type,primary_knowledge_source,gene_expr
HGNC:1107,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.285583217938741
HGNC:1108,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.1264826357364655
HGNC:11322,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.297200560569763
HGNC:11541,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.998549610376358
HGNC:1164,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.443028450012207
HGNC:11853,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.1580439209938049
HGNC:12524,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.6531096015657698
HGNC:12569,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.22227676709493
HGNC:12635,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.342690229415894
HGNC:12694,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.01176470704376698
HGNC:12733,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.067636251449585
HGNC:12930,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.196564435958862
HGNC:13299,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.821863889694214
HGNC:13394,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.2905065685510635
HGNC:13565,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.3529411852359772
HGNC:13664,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.200138052304586
HGNC:13830,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.7205679357051851
HGNC:14126,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.007291650399565697
HGNC:14188,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.3496039807796478
HGNC:14372,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.07999999821186066
HGNC:14674,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.8488052189350129
HGNC:15514,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.408876180648804
HGNC:16084,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.05000000074505806
HGNC:1645,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.920743942260742
HGNC:16952,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.9340422749519344
HGNC:17089,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.9062569624185564
HGNC:1736,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.384562253952026
HGNC:17448,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.959147572517395
HGNC:17990,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.790115515391032
HGNC:18150,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.02298850566148758
HGNC:18453,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.04848480969667435
HGNC:18795,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,3.572391033172607
HGNC:19306,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.4948482513427734
HGNC:19753,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.2406755685806274
HGNC:19813,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.0001608492893865332
HGNC:20596,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.1578947305679321
HGNC:20944,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.002507448196411
HGNC:21045,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.0
HGNC:21198,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.128637989362081
HGNC:2188,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.375
HGNC:2198,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.1418999135494232
HGNC:23204,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.1682690419256687
HGNC:23526,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.14223051071167
HGNC:23658,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.17504906036504886
HGNC:2389,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.604080204082572
HGNC:24013,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.1538461595773697
HGNC:24257,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.574419975280762
HGNC:24464,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.05263157933950424
HGNC:24694,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.748880982398987
HGNC:2528,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.076370060443878
HGNC:25491,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.803056497808913
HGNC:25716,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.4102862775325775
HGNC:27013,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.5
HGNC:28245,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.9533651499521165
HGNC:29477,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.2122326493263245
HGNC:29658,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.000800000037997961
HGNC:30207,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.050965011119842
HGNC:30322,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.5884257555007935
HGNC:30626,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.263391971588135
HGNC:3167,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.0238095261156559
HGNC:3201,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.004285713657736778
HGNC:3208,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.247767686843872
HGNC:3226,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.077102899551392
HGNC:33127,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.5
HGNC:3519,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,4.231855154037476
HGNC:36409,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.01601941883563995
HGNC:3796,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.0585364003976188
HGNC:3976,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.9292329251766205
HGNC:4180,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.1045081838965416
HGNC:4399,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.0844282607237499
HGNC:44200,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,3.207418179512024
HGNC:44575,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.03131373407428756
HGNC:48853,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.008250821381807327
HGNC:4931,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.541009902954102
HGNC:49859,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.1153846085071564
HGNC:53054,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.0006188208935782313
HGNC:53185,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.001250769244506955
HGNC:6153,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.9578346014022825
HGNC:6204,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.6822050679475069
HGNC:6206,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.370485544204712
HGNC:6286,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.7003773252169287
HGNC:6722,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.5855077151898986
HGNC:6985,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.435788512229919
HGNC:7064,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.293262958526611
HGNC:7397,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.8724809885025024
HGNC:7419,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,5.678103446960449
HGNC:7943,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.1222582092242581
HGNC:7999,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.3474217400782638
HGNC:81,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.127593040466309
HGNC:8592,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.9653969407081604
HGNC:8764,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.771640181541443
HGNC:914,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.468232015768687
HGNC:9388,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.798435688018799
HGNC:9476,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.4464285969734192
HGNC:9623,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,3.093459685643514
HGNC:9646,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.213250160217285
HGNC:9903,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.762952089309692
ENSEMBL:ENSG00000223492.1,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.0003188105329172686
ENSEMBL:ENSG00000224016.2,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.004099769052118063
ENSEMBL:ENSG00000231703.2,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.0005256601046615591
ENSEMBL:ENSG00000271554.1,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.01260504312813282
ENSEMBL:ENSG00000287269.1,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.04545454680919647
ENSEMBL:ENSG00000287557.1,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.006060606334358454
ENSEMBL:ENSG00000292342,biolink:expressed_in,CL:1000452,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.882608413696289
HGNC:10299,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.8888100385665894
HGNC:10316,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.55409836769104
HGNC:10386,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,3.277654409408569
HGNC:10411,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,3.0533451636632285
HGNC:10413,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.6734985624040876
HGNC:10424,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.6361284797841853
HGNC:10492,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.0601953627432095
HGNC:10494,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,3.9079887866973877
HGNC:10540,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.9441545233130455
HGNC:10566,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.1071428582072258
HGNC:10787,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.0
HGNC:10856,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.5
HGNC:1087,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.342421293258667
HGNC:1094,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.2772588729858398
HGNC:11292,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.618092894554138
HGNC:11424,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.374206781387329
HGNC:11480,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.3571428656578064
HGNC:12457,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.095238097012043
HGNC:1246,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.5972532033920288
HGNC:12626,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.313810586929321
HGNC:12692,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,4.239438867568969
HGNC:144,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.8967509312289104
HGNC:1445,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.6779119968414307
HGNC:14460,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.4000000059604645
HGNC:15489,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.5
HGNC:15769,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.5
HGNC:16142,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.7208164760044644
HGNC:16379,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.2149155139923096
HGNC:1689,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.703190326690674
HGNC:17445,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.031575193628668785
HGNC:1748,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.7222884893417358
HGNC:17718,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.433193683624268
HGNC:17793,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.2317073047161102
HGNC:18156,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.2149155139923096
HGNC:18178,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.037217259407043
HGNC:18547,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,6.45166015625
HGNC:19174,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.448312163352966
HGNC:21082,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.4000000059604645
HGNC:21383,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.01897420330593983
HGNC:21643,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.5
HGNC:21863,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.25
HGNC:22082,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.25
HGNC:2235,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,3.348723173141479
HGNC:2292,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.903669516245524
HGNC:22962,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.1248774528503418
HGNC:23675,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,10.824939918518066
HGNC:23726,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.5185185670852661
HGNC:23759,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.2000000029802322
HGNC:25063,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.9293450117111206
HGNC:25140,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.2310490608215332
HGNC:25257,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.2149155139923096
HGNC:2535,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.216064095497131
HGNC:25361,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.07797905802726746
HGNC:2570,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.766397148370743
HGNC:25886,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.947267055511475
HGNC:26164,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.48890495300293
HGNC:2683,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.1666666716337204
HGNC:2739,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.2857142984867096
HGNC:29856,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,2.1600495179494223
HGNC:29990,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,0.1700218617916107
HGNC:30216,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.0928298979997637
HGNC:30397,biolink:expressed_in,CL:1000597,biolink:GeneToEntityAssociation,statistical_association,automated_agent,https://purl.humanatlas.io/graph/hra-pop,1.2855840027332304
