HPO_IRI,HPO_Label,Property,Filler_IRI,Filler_Label,Obsolete,Replacement_IRI,Replacement_Label
http://purl.obolibrary.org/obo/HP_0010080,Osteolytic defects of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002091,appendicular skeleton,False,,
http://purl.obolibrary.org/obo/HP_0010080,Osteolytic defects of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001434,skeletal system,False,,
http://purl.obolibrary.org/obo/HP_0010080,Osteolytic defects of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001449,phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010080,Osteolytic defects of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0003867,distal phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010080,Osteolytic defects of the distal phalanx of the hallux,occurs in,http://purl.obolibrary.org/obo/UBERON_0003640,pedal digit 1 phalanx,False,,
http://purl.obolibrary.org/obo/HP_0010080,Osteolytic defects of the distal phalanx of the hallux,occurs in,http://purl.obolibrary.org/obo/UBERON_0001449,phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010080,Osteolytic defects of the distal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0001474,bone element,False,,
http://purl.obolibrary.org/obo/HP_0010080,Osteolytic defects of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001445,skeleton of pes,False,,
http://purl.obolibrary.org/obo/HP_0010080,Osteolytic defects of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0012476,skeleton of pelvic complex,False,,
http://purl.obolibrary.org/obo/HP_0010080,Osteolytic defects of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0010742,bone of pelvic complex,False,,
http://purl.obolibrary.org/obo/HP_0010080,Osteolytic defects of the distal phalanx of the hallux,occurs in,http://purl.obolibrary.org/obo/UBERON_0003867,distal phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010081,Patchy sclerosis of the distal phalanx of the hallux,occurs in,http://purl.obolibrary.org/obo/UBERON_0004315,distal phalanx of pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010081,Patchy sclerosis of the distal phalanx of the hallux,occurs in,http://purl.obolibrary.org/obo/UBERON_0003640,pedal digit 1 phalanx,False,,
http://purl.obolibrary.org/obo/HP_0010081,Patchy sclerosis of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0003640,pedal digit 1 phalanx,False,,
http://purl.obolibrary.org/obo/HP_0010081,Patchy sclerosis of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0003631,pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010081,Patchy sclerosis of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001466,pedal digit,False,,
http://purl.obolibrary.org/obo/HP_0010081,Patchy sclerosis of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002387,pes,False,,
http://purl.obolibrary.org/obo/HP_0010081,Patchy sclerosis of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0000978,leg,False,,
http://purl.obolibrary.org/obo/HP_0010081,Patchy sclerosis of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002101,limb,False,,
http://purl.obolibrary.org/obo/HP_0010081,Patchy sclerosis of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002544,digit,False,,
http://purl.obolibrary.org/obo/HP_0010081,Patchy sclerosis of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002428,limb bone,False,,
http://purl.obolibrary.org/obo/HP_0010081,Patchy sclerosis of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002091,appendicular skeleton,False,,
http://purl.obolibrary.org/obo/HP_0010081,Patchy sclerosis of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001434,skeletal system,False,,
http://purl.obolibrary.org/obo/HP_0010081,Patchy sclerosis of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001449,phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010081,Patchy sclerosis of the distal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0001474,bone element,False,,
http://purl.obolibrary.org/obo/HP_0010081,Patchy sclerosis of the distal phalanx of the hallux,occurs in,http://purl.obolibrary.org/obo/UBERON_0001474,bone element,False,,
http://purl.obolibrary.org/obo/HP_0010081,Patchy sclerosis of the distal phalanx of the hallux,occurs in,http://purl.obolibrary.org/obo/UBERON_0001449,phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010081,Patchy sclerosis of the distal phalanx of the hallux,occurs in,http://purl.obolibrary.org/obo/UBERON_0001445,skeleton of pes,False,,
http://purl.obolibrary.org/obo/HP_0010081,Patchy sclerosis of the distal phalanx of the hallux,occurs in,http://purl.obolibrary.org/obo/UBERON_0003867,distal phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010081,Patchy sclerosis of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0003867,distal phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010081,Patchy sclerosis of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0004315,distal phalanx of pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0004315,distal phalanx of pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,towards,http://purl.obolibrary.org/obo/UBERON_0004315,distal phalanx of pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0002387,pes,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,towards,http://purl.obolibrary.org/obo/UBERON_0002387,pes,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0001449,phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,towards,http://purl.obolibrary.org/obo/UBERON_0001449,phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001449,phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001466,pedal digit,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002387,pes,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0000978,leg,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002101,limb,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002544,digit,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002428,limb bone,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002091,appendicular skeleton,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001434,skeletal system,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0004248,pedal digit bone,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,towards,http://purl.obolibrary.org/obo/UBERON_0004248,pedal digit bone,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0001445,skeleton of pes,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,towards,http://purl.obolibrary.org/obo/UBERON_0001445,skeleton of pes,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0012476,skeleton of pelvic complex,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,towards,http://purl.obolibrary.org/obo/UBERON_0012476,skeleton of pelvic complex,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0010742,bone of pelvic complex,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0000982,skeletal joint,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,towards,http://purl.obolibrary.org/obo/UBERON_0000982,skeletal joint,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0000982,skeletal joint,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0002204,musculoskeletal system,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0003840,hindlimb joint,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,existence ends during or before,http://purl.obolibrary.org/obo/UBERON_0000071,death stage,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,part of,http://purl.obolibrary.org/obo/UBERON_0000467,anatomical system,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,has 2D boundary,http://purl.obolibrary.org/obo/UBERON_0006984,anatomical surface,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,part of,http://purl.obolibrary.org/obo/UBERON_0001434,skeletal system,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,composed primarily of,http://purl.obolibrary.org/obo/UBERON_0002481,bone tissue,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,part of,http://purl.obolibrary.org/obo/UBERON_0002544,digit,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0004315,distal phalanx of pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0003640,pedal digit 1 phalanx,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0003631,pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0003867,distal phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0004332,proximal phalanx of pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,towards,http://purl.obolibrary.org/obo/UBERON_0004332,proximal phalanx of pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0004332,proximal phalanx of pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0003866,middle phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0003640,pedal digit 1 phalanx,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,towards,http://purl.obolibrary.org/obo/UBERON_0003640,pedal digit 1 phalanx,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0003866,middle phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,towards,http://purl.obolibrary.org/obo/UBERON_0003866,middle phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0003867,distal phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010082,Symphalangism affecting the distal phalanx of the hallux,towards,http://purl.obolibrary.org/obo/UBERON_0003867,distal phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010083,Triangular shaped distal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0004315,distal phalanx of pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010083,Triangular shaped distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0004315,distal phalanx of pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010083,Triangular shaped distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0003640,pedal digit 1 phalanx,False,,
http://purl.obolibrary.org/obo/HP_0010083,Triangular shaped distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0003631,pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010083,Triangular shaped distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001466,pedal digit,False,,
http://purl.obolibrary.org/obo/HP_0010083,Triangular shaped distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002387,pes,False,,
http://purl.obolibrary.org/obo/HP_0010083,Triangular shaped distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0000978,leg,False,,
http://purl.obolibrary.org/obo/HP_0010083,Triangular shaped distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002101,limb,False,,
http://purl.obolibrary.org/obo/HP_0010083,Triangular shaped distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002544,digit,False,,
http://purl.obolibrary.org/obo/HP_0010083,Triangular shaped distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002428,limb bone,False,,
http://purl.obolibrary.org/obo/HP_0010083,Triangular shaped distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002091,appendicular skeleton,False,,
http://purl.obolibrary.org/obo/HP_0010083,Triangular shaped distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001434,skeletal system,False,,
http://purl.obolibrary.org/obo/HP_0010083,Triangular shaped distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001449,phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010083,Triangular shaped distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0003867,distal phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010083,Triangular shaped distal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0003640,pedal digit 1 phalanx,False,,
http://purl.obolibrary.org/obo/HP_0010083,Triangular shaped distal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0001449,phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010083,Triangular shaped distal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0003867,distal phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010084,Duplication of the distal phalanx of the hallux,towards,http://purl.obolibrary.org/obo/UBERON_0004315,distal phalanx of pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010084,Duplication of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0004315,distal phalanx of pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010084,Duplication of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0003640,pedal digit 1 phalanx,False,,
http://purl.obolibrary.org/obo/HP_0010084,Duplication of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0003631,pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010084,Duplication of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001466,pedal digit,False,,
http://purl.obolibrary.org/obo/HP_0010084,Duplication of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002387,pes,False,,
http://purl.obolibrary.org/obo/HP_0010084,Duplication of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0000978,leg,False,,
http://purl.obolibrary.org/obo/HP_0010084,Duplication of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002101,limb,False,,
http://purl.obolibrary.org/obo/HP_0010084,Duplication of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002544,digit,False,,
http://purl.obolibrary.org/obo/HP_0010084,Duplication of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002428,limb bone,False,,
http://purl.obolibrary.org/obo/HP_0010084,Duplication of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002091,appendicular skeleton,False,,
http://purl.obolibrary.org/obo/HP_0010084,Duplication of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001434,skeletal system,False,,
http://purl.obolibrary.org/obo/HP_0010084,Duplication of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001449,phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010084,Duplication of the distal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0003867,distal phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010084,Duplication of the distal phalanx of the hallux,towards,http://purl.obolibrary.org/obo/UBERON_0003640,pedal digit 1 phalanx,False,,
http://purl.obolibrary.org/obo/HP_0010084,Duplication of the distal phalanx of the hallux,towards,http://purl.obolibrary.org/obo/UBERON_0001449,phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010084,Duplication of the distal phalanx of the hallux,towards,http://purl.obolibrary.org/obo/UBERON_0003867,distal phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0004332,proximal phalanx of pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0004332,proximal phalanx of pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0003640,pedal digit 1 phalanx,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0003631,pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001466,pedal digit,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002387,pes,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0000978,leg,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002101,limb,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002544,digit,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002428,limb bone,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002091,appendicular skeleton,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001434,skeletal system,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001449,phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0003866,middle phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0003640,pedal digit 1 phalanx,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0003631,pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0001466,pedal digit,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001445,skeleton of pes,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0012476,skeleton of pelvic complex,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0010742,bone of pelvic complex,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0004288,skeleton,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0001449,phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0003866,middle phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010086,Broad proximal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0004332,proximal phalanx of pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010086,Broad proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0004332,proximal phalanx of pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010086,Broad proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0003640,pedal digit 1 phalanx,False,,
http://purl.obolibrary.org/obo/HP_0010086,Broad proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0003631,pedal digit 1,False,,
http://purl.obolibrary.org/obo/HP_0010086,Broad proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001466,pedal digit,False,,
http://purl.obolibrary.org/obo/HP_0010086,Broad proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002387,pes,False,,
http://purl.obolibrary.org/obo/HP_0010086,Broad proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0000978,leg,False,,
http://purl.obolibrary.org/obo/HP_0010086,Broad proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002101,limb,False,,
http://purl.obolibrary.org/obo/HP_0010086,Broad proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002544,digit,False,,
http://purl.obolibrary.org/obo/HP_0010086,Broad proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002428,limb bone,False,,
http://purl.obolibrary.org/obo/HP_0010086,Broad proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0002091,appendicular skeleton,False,,
http://purl.obolibrary.org/obo/HP_0010086,Broad proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001434,skeletal system,False,,
http://purl.obolibrary.org/obo/HP_0010086,Broad proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0001449,phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010086,Broad proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0003866,middle phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010086,Broad proximal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0003640,pedal digit 1 phalanx,False,,
http://purl.obolibrary.org/obo/HP_0010086,Broad proximal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0001449,phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010086,Broad proximal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0003221,phalanx,False,,
http://purl.obolibrary.org/obo/HP_0010086,Broad proximal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0002495,long bone,False,,
http://purl.obolibrary.org/obo/HP_0010086,Broad proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0010742,bone of pelvic complex,False,,
http://purl.obolibrary.org/obo/HP_0010086,Broad proximal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0003868,proximal phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010086,Broad proximal phalanx of the hallux,characteristic of part of,http://purl.obolibrary.org/obo/UBERON_0003868,proximal phalanx of pes,False,,
http://purl.obolibrary.org/obo/HP_0010087,Bullet-shaped proximal phalanx of the hallux,characteristic of,http://purl.obolibrary.org/obo/UBERON_0004332,proximal phalanx of pedal digit 1,False,,
