id	category	name	provided_by	symbol
HGNC:18802	biolink:Gene	ATPAF2	https://purl.humanatlas.io/vocab/hp	ATPAF2
HGNC:25189	biolink:Gene	ALKBH8	https://purl.humanatlas.io/vocab/hp	ALKBH8
HGNC:28086	biolink:Gene	NDUFAF2	https://purl.humanatlas.io/vocab/hp	NDUFAF2
HGNC:18622	biolink:Gene	COG7	https://purl.humanatlas.io/vocab/hp	COG7
HGNC:28434	biolink:Gene	CCNQ	https://purl.humanatlas.io/vocab/hp	CCNQ
HGNC:30172	biolink:Gene	STRADA	https://purl.humanatlas.io/vocab/hp	STRADA
HGNC:28093	biolink:Gene	BBIP1	https://purl.humanatlas.io/vocab/hp	BBIP1
HGNC:24861	biolink:Gene	G6PC3	https://purl.humanatlas.io/vocab/hp	G6PC3
HGNC:16205	biolink:Gene	MGME1	https://purl.humanatlas.io/vocab/hp	MGME1
HGNC:14632	biolink:Gene	ADAMTSL1	https://purl.humanatlas.io/graph/hra-pop	ADAMTSL1
HGNC:23719	biolink:Gene	PGAP3	https://purl.humanatlas.io/vocab/hp	PGAP3
HGNC:28261	biolink:Gene	TBCK	https://purl.humanatlas.io/graph/hra-pop	TBCK
HGNC:16067	biolink:Gene	MYOCD	https://purl.humanatlas.io/collection/hra	MYOCD
HGNC:12370	biolink:Gene	CEP41	https://purl.humanatlas.io/vocab/hp	CEP41
HGNC:16404	biolink:Gene	IL17F	https://purl.humanatlas.io/vocab/hp	IL17F
HGNC:29669	biolink:Gene	IFT43	https://purl.humanatlas.io/graph/hra-pop	IFT43
HGNC:25155	biolink:Gene	HOGA1	https://purl.humanatlas.io/vocab/hp	HOGA1
HGNC:16197	biolink:Gene	TP53RK	https://purl.humanatlas.io/graph/hra-pop	TP53RK
HGNC:25151	biolink:Gene	ADAT3	https://purl.humanatlas.io/vocab/hp	ADAT3
HGNC:24464	biolink:Gene	CHST14	https://purl.humanatlas.io/graph/hra-pop	CHST14
HGNC:16405	biolink:Gene	BUD23	https://purl.humanatlas.io/vocab/hp	BUD23
HGNC:16400	biolink:Gene	NLRP3	https://purl.humanatlas.io/graph/hra-pop	NLRP3
HGNC:14469	biolink:Gene	SLC26A9	https://purl.humanatlas.io/vocab/hp	SLC26A9
HGNC:17989	biolink:Gene	SLC22A12	https://purl.humanatlas.io/graph/hra-pop	SLC22A12
HGNC:29958	biolink:Gene	SDR9C7	https://purl.humanatlas.io/vocab/hp	SDR9C7
HGNC:20087	biolink:Gene	TTC8	https://purl.humanatlas.io/vocab/hp	TTC8
HGNC:20371	biolink:Gene	NDUFA11	https://purl.humanatlas.io/graph/hra-pop	NDUFA11
HGNC:26820	biolink:Gene	CYP4F22	https://purl.humanatlas.io/vocab/hp	CYP4F22
HGNC:17978	biolink:Gene	B3GALT6	https://purl.humanatlas.io/vocab/hp	B3GALT6
HGNC:16133	biolink:Gene	TBC1D20	https://purl.humanatlas.io/vocab/hp	TBC1D20
HGNC:15836	biolink:Gene	PROKR2	https://purl.humanatlas.io/vocab/hp	PROKR2
HGNC:28648	biolink:Gene	DIS3L2	https://purl.humanatlas.io/graph/hra-pop	DIS3L2
HGNC:970	biolink:Gene	BBS5	https://purl.humanatlas.io/vocab/hp	BBS5
HGNC:18971	biolink:Gene	AP1S3	https://purl.humanatlas.io/graph/hra-pop	AP1S3
HGNC:26406	biolink:Gene	SCLT1	https://purl.humanatlas.io/graph/hra-pop	SCLT1
HGNC:19747	biolink:Gene	EVC2	https://purl.humanatlas.io/vocab/hp	EVC2
HGNC:26404	biolink:Gene	NADK2	https://purl.humanatlas.io/vocab/hp	NADK2
HGNC:27030	biolink:Gene	DNAJC21	https://purl.humanatlas.io/vocab/hp	DNAJC21
HGNC:21685	biolink:Gene	CD109	https://purl.humanatlas.io/graph/hra-pop	CD109
HGNC:23018	biolink:Gene	TMEM270	https://purl.humanatlas.io/vocab/hp	TMEM270
HGNC:28625	biolink:Gene	NDUFAF6	https://purl.humanatlas.io/graph/hra-pop	NDUFAF6
HGNC:26837	biolink:Gene	AMER1	https://purl.humanatlas.io/vocab/hp	AMER1
HGNC:23483	biolink:Gene	DOCK11	https://purl.humanatlas.io/graph/hra-pop	DOCK11
HGNC:11018	biolink:Gene	SLC32A1	https://purl.humanatlas.io/vocab/hp	SLC32A1
HGNC:20305	biolink:Gene	SLC34A3	https://purl.humanatlas.io/vocab/hp	SLC34A3
HGNC:26789	biolink:Gene	LACC1	https://purl.humanatlas.io/vocab/hp	LACC1
HGNC:20207	biolink:Gene	B3GLCT	https://purl.humanatlas.io/vocab/hp	B3GLCT
HGNC:29426	biolink:Gene	CCBE1	https://purl.humanatlas.io/graph/hra-pop	CCBE1
HGNC:10891	biolink:Gene	SIX5	https://purl.humanatlas.io/vocab/hp	SIX5
HGNC:19100	biolink:Gene	IL23R	https://purl.humanatlas.io/vocab/hp	IL23R
HGNC:2040	biolink:Gene	CLDN19	https://purl.humanatlas.io/graph/hra-pop	CLDN19
HGNC:11142	biolink:Gene	SIK1	https://purl.humanatlas.io/graph/hra-pop	SIK1
HGNC:24048	biolink:Gene	ARL6IP6	https://purl.humanatlas.io/vocab/hp	ARL6IP6
HGNC:26321	biolink:Gene	ASPRV1	https://purl.humanatlas.io/vocab/hp	ASPRV1
HGNC:18762	biolink:Gene	SLC36A2	https://purl.humanatlas.io/graph/hra-pop	SLC36A2
HGNC:26690	biolink:Gene	CEP120	https://purl.humanatlas.io/vocab/hp	CEP120
HGNC:25239	biolink:Gene	ARSK	https://purl.humanatlas.io/vocab/hp	ARSK
HGNC:19068	biolink:Gene	METTL27	https://purl.humanatlas.io/vocab/hp	METTL27
HGNC:18287	biolink:Gene	VPS37D	https://purl.humanatlas.io/vocab/hp	VPS37D
HGNC:27230	biolink:Gene	ESCO2	https://purl.humanatlas.io/graph/hra-pop	ESCO2
HGNC:27232	biolink:Gene	CFAP418	https://purl.humanatlas.io/graph/hra-pop	CFAP418
HGNC:23399	biolink:Gene	FREM1	https://purl.humanatlas.io/graph/hra-pop	FREM1
HGNC:20249	biolink:Gene	SPRED1	https://purl.humanatlas.io/graph/hra-pop	SPRED1
HGNC:25403	biolink:Gene	SASS6	https://purl.humanatlas.io/graph/hra-pop	SASS6
HGNC:26648	biolink:Gene	BBS12	https://purl.humanatlas.io/vocab/hp	BBS12
HGNC:24154	biolink:Gene	BMPER	https://purl.humanatlas.io/graph/hra-pop	BMPER
HGNC:28510	biolink:Gene	GLIS3	https://purl.humanatlas.io/graph/hra-pop	GLIS3
HGNC:18060	biolink:Gene	ARX	https://purl.humanatlas.io/vocab/hp	ARX
HGNC:18318	biolink:Gene	ASXL1	https://purl.humanatlas.io/vocab/hp	ASXL1
HGNC:18037	biolink:Gene	ARID2	https://purl.humanatlas.io/graph/hra-pop	ARID2
HGNC:16808	biolink:Gene	UBR1	https://purl.humanatlas.io/graph/hra-pop	UBR1
HGNC:26551	biolink:Gene	DZIP1L	https://purl.humanatlas.io/graph/hra-pop	DZIP1L
HGNC:17722	biolink:Gene	SPRED2	https://purl.humanatlas.io/graph/hra-pop	SPRED2
HGNC:27310	biolink:Gene	FLCN	https://purl.humanatlas.io/graph/hra-pop	FLCN
HGNC:23147	biolink:Gene	UNC13D	https://purl.humanatlas.io/vocab/hp	UNC13D
HGNC:26887	biolink:Gene	TAPT1	https://purl.humanatlas.io/graph/hra-pop	TAPT1
HGNC:26724	biolink:Gene	ANKS6	https://purl.humanatlas.io/vocab/hp	ANKS6
HGNC:30494	biolink:Gene	USF3	https://purl.humanatlas.io/vocab/hp	USF3
HGNC:23508	biolink:Gene	STOX1	https://purl.humanatlas.io/vocab/hp	STOX1
HGNC:26558	biolink:Gene	HYLS1	https://purl.humanatlas.io/vocab/hp	HYLS1
HGNC:27344	biolink:Gene	TMEM218	https://purl.humanatlas.io/graph/hra-pop	TMEM218
HGNC:12313	biolink:Gene	JMJD1C	https://purl.humanatlas.io/graph/hra-pop	JMJD1C
HGNC:28917	biolink:Gene	JAZF1	https://purl.humanatlas.io/graph/hra-pop	JAZF1
HGNC:19087	biolink:Gene	EBF3	https://purl.humanatlas.io/vocab/hp	EBF3
HGNC:19429	biolink:Gene	SLC41A1	https://purl.humanatlas.io/vocab/hp	SLC41A1
HGNC:20001	biolink:Gene	PCSK9	https://purl.humanatlas.io/vocab/hp	PCSK9
HGNC:19048	biolink:Gene	ASPM	https://purl.humanatlas.io/graph/hra-pop	ASPM
HGNC:19104	biolink:Gene	NPHP4	https://purl.humanatlas.io/vocab/hp	NPHP4
HGNC:4713	biolink:Gene	H19	https://purl.humanatlas.io/graph/hra-pop	H19
HGNC:24565	biolink:Gene	KANSL1	https://purl.humanatlas.io/graph/hra-pop	KANSL1
HGNC:13387	biolink:Gene	NEK8	https://purl.humanatlas.io/vocab/hp	NEK8
HGNC:23213	biolink:Gene	PIGW	https://purl.humanatlas.io/vocab/hp	PIGW
HGNC:33551	biolink:Gene	NDUFAF8	https://purl.humanatlas.io/graph/hra-pop	NDUFAF8
HGNC:18249	biolink:Gene	KCTD1	https://purl.humanatlas.io/graph/hra-pop	KCTD1
HGNC:24502	biolink:Gene	WDR62	https://purl.humanatlas.io/vocab/hp	WDR62
HGNC:26821	biolink:Gene	CCDC141	https://purl.humanatlas.io/vocab/hp	CCDC141
HGNC:18688	biolink:Gene	CRB2	https://purl.humanatlas.io/graph/hra-pop	CRB2
HGNC:29162	biolink:Gene	FAM149B1	https://purl.humanatlas.io/graph/hra-pop	FAM149B1
HGNC:20486	biolink:Gene	UBAC2	https://purl.humanatlas.io/graph/hra-pop	UBAC2
HGNC:28583	biolink:Gene	RSPO2	https://purl.humanatlas.io/vocab/hp	RSPO2
HGNC:29433	biolink:Gene	NEXMIF	https://purl.humanatlas.io/graph/hra-pop	NEXMIF
HGNC:25396	biolink:Gene	FREM2	https://purl.humanatlas.io/vocab/hp	FREM2
HGNC:28005	biolink:Gene	CTU2	https://purl.humanatlas.io/graph/hra-pop	CTU2
HGNC:28018	biolink:Gene	NIPAL4	https://purl.humanatlas.io/vocab/hp	NIPAL4
HGNC:21729	biolink:Gene	IRF2BP2	https://purl.humanatlas.io/vocab/hp	IRF2BP2
HGNC:7714	biolink:Gene	NDUFS7	https://purl.humanatlas.io/graph/hra-pop	NDUFS7
HGNC:30497	biolink:Gene	KIF7	https://purl.humanatlas.io/vocab/hp	KIF7
HGNC:24750	biolink:Gene	ZNF699	https://purl.humanatlas.io/vocab/hp	ZNF699
HGNC:24008	biolink:Gene	MIA3	https://purl.humanatlas.io/graph/hra-pop	MIA3
HGNC:14665	biolink:Gene	RTL1	https://purl.humanatlas.io/vocab/hp	RTL1
HGNC:31399	biolink:Gene	SLC6A17	https://purl.humanatlas.io/vocab/hp	SLC6A17
HGNC:22788	biolink:Gene	FEZF1	https://purl.humanatlas.io/vocab/hp	FEZF1
HGNC:33778	biolink:Gene	MYMK	https://purl.humanatlas.io/vocab/hp	MYMK
HGNC:4221	biolink:Gene	GDF6	https://purl.humanatlas.io/vocab/hp	GDF6
HGNC:32687	biolink:Gene	MED11	https://purl.humanatlas.io/graph/hra-pop	MED11
HGNC:24212	biolink:Gene	CISD2	https://purl.humanatlas.io/vocab/hp	CISD2
HGNC:23452	biolink:Gene	LIPN	https://purl.humanatlas.io/vocab/hp	LIPN
HGNC:7660	biolink:Gene	NCF1	https://purl.humanatlas.io/graph/hra-pop	NCF1
HGNC:37212	biolink:Gene	KLLN	https://purl.humanatlas.io/vocab/hp	KLLN
HGNC:34033	biolink:Gene	RNU7-1	https://purl.humanatlas.io/vocab/hp	RNU7-1
HGNC:34016	biolink:Gene	RNU4ATAC	https://purl.humanatlas.io/graph/hra-pop	RNU4ATAC
HGNC:8104	biolink:Gene	OCLN	https://purl.humanatlas.io/graph/hra-pop	OCLN
HGNC:43984	biolink:Gene	HELLPAR	https://purl.humanatlas.io/graph/hra-pop	HELLPAR
HGNC:49094	biolink:Gene	IL12A-AS1	https://purl.humanatlas.io/vocab/hp	IL12A-AS1
HGNC:52391	biolink:Gene	MYMX	https://purl.humanatlas.io/vocab/hp	MYMX
HP:0005576	biolink:PhenotypicFeature	Tubulointerstitial fibrosis	https://purl.humanatlas.io/vocab/hp	
HP:0012622	biolink:PhenotypicFeature	Chronic kidney disease	https://purl.humanatlas.io/vocab/hp	
HP:0000790	biolink:PhenotypicFeature	Hematuria	https://purl.humanatlas.io/vocab/hp	
HP:0000126	biolink:PhenotypicFeature	Hydronephrosis	https://purl.humanatlas.io/vocab/hp	
HP:0000003	biolink:PhenotypicFeature	Multicystic kidney dysplasia	https://purl.humanatlas.io/vocab/hp	
HP:0003774	biolink:PhenotypicFeature	Stage 5 chronic kidney disease	https://purl.humanatlas.io/vocab/hp	
HP:0000097	biolink:PhenotypicFeature	Focal segmental glomerulosclerosis	https://purl.humanatlas.io/vocab/hp	
HP:0004719	biolink:PhenotypicFeature	Hyperechogenic kidneys	https://purl.humanatlas.io/vocab/hp	
HP:0005565	biolink:PhenotypicFeature	Reduced renal corticomedullary differentiation	https://purl.humanatlas.io/vocab/hp	
HP:0001967	biolink:PhenotypicFeature	Diffuse mesangial sclerosis	https://purl.humanatlas.io/vocab/hp	
HP:0012579	biolink:PhenotypicFeature	Minimal change glomerulonephritis	https://purl.humanatlas.io/vocab/hp	
HP:0000787	biolink:PhenotypicFeature	Nephrolithiasis	https://purl.humanatlas.io/vocab/hp	
HP:0000100	biolink:PhenotypicFeature	Nephrotic syndrome	https://purl.humanatlas.io/vocab/hp	
HP:0008659	biolink:PhenotypicFeature	Multiple small medullary renal cysts	https://purl.humanatlas.io/vocab/hp	
HP:0001947	biolink:PhenotypicFeature	Renal tubular acidosis	https://purl.humanatlas.io/vocab/hp	
HP:0001920	biolink:PhenotypicFeature	Renal artery stenosis	https://purl.humanatlas.io/vocab/hp	
HP:0008660	biolink:PhenotypicFeature	Renotubular dysgenesis	https://purl.humanatlas.io/vocab/hp	
HP:0100519	biolink:PhenotypicFeature	Anuria	https://purl.humanatlas.io/vocab/hp	
HP:0008672	biolink:PhenotypicFeature	Calcium oxalate nephrolithiasis	https://purl.humanatlas.io/vocab/hp	
HP:0000121	biolink:PhenotypicFeature	Nephrocalcinosis	https://purl.humanatlas.io/vocab/hp	
HP:0012213	biolink:PhenotypicFeature	Decreased glomerular filtration rate	https://purl.humanatlas.io/vocab/hp	
HP:0002667	biolink:PhenotypicFeature	Nephroblastoma	https://purl.humanatlas.io/vocab/hp	
HP:0005584	biolink:PhenotypicFeature	Renal cell carcinoma	https://purl.humanatlas.io/vocab/hp	
HP:0001919	biolink:PhenotypicFeature	Acute kidney injury	https://purl.humanatlas.io/vocab/hp	
HP:0000114	biolink:PhenotypicFeature	Proximal tubulopathy	https://purl.humanatlas.io/vocab/hp	
HP:0002049	biolink:PhenotypicFeature	Proximal renal tubular acidosis	https://purl.humanatlas.io/vocab/hp	
HP:0008678	biolink:PhenotypicFeature	Renal hypoplasia/aplasia	https://purl.humanatlas.io/vocab/hp	
HP:0004736	biolink:PhenotypicFeature	Crossed fused renal ectopia	https://purl.humanatlas.io/vocab/hp	
HP:0005562	biolink:PhenotypicFeature	Multiple renal cysts	https://purl.humanatlas.io/vocab/hp	
HP:0001917	biolink:PhenotypicFeature	Renal amyloidosis	https://purl.humanatlas.io/vocab/hp	
HP:0002907	biolink:PhenotypicFeature	Microscopic hematuria	https://purl.humanatlas.io/vocab/hp	
HP:0100820	biolink:PhenotypicFeature	Glomerulopathy	https://purl.humanatlas.io/vocab/hp	
HP:0100520	biolink:PhenotypicFeature	Oliguria	https://purl.humanatlas.io/vocab/hp	
HP:0000791	biolink:PhenotypicFeature	Uric acid nephrolithiasis	https://purl.humanatlas.io/vocab/hp	
HP:0012587	biolink:PhenotypicFeature	Macroscopic hematuria	https://purl.humanatlas.io/vocab/hp	
HP:0000099	biolink:PhenotypicFeature	Glomerulonephritis	https://purl.humanatlas.io/vocab/hp	
HP:0000103	biolink:PhenotypicFeature	Polyuria	https://purl.humanatlas.io/vocab/hp	
HP:0100817	biolink:PhenotypicFeature	Renovascular hypertension	https://purl.humanatlas.io/vocab/hp	
HP:0012408	biolink:PhenotypicFeature	Medullary nephrocalcinosis	https://purl.humanatlas.io/vocab/hp	
HP:0012409	biolink:PhenotypicFeature	Cortical nephrocalcinosis	https://purl.humanatlas.io/vocab/hp	
HP:0012577	biolink:PhenotypicFeature	Thin glomerular basement membrane	https://purl.humanatlas.io/vocab/hp	
HP:0030760	biolink:PhenotypicFeature	Renal fibrosis	https://purl.humanatlas.io/vocab/hp	
HP:0009726	biolink:PhenotypicFeature	Renal neoplasm	https://purl.humanatlas.io/vocab/hp	
HP:0010946	biolink:PhenotypicFeature	Dilatation of the renal pelvis	https://purl.humanatlas.io/vocab/hp	
HP:0000112	biolink:PhenotypicFeature	Nephropathy	https://purl.humanatlas.io/vocab/hp	
HP:0001970	biolink:PhenotypicFeature	Tubulointerstitial nephritis	https://purl.humanatlas.io/vocab/hp	
HP:0001994	biolink:PhenotypicFeature	Renal Fanconi syndrome	https://purl.humanatlas.io/vocab/hp	
HP:0005575	biolink:PhenotypicFeature	Hemolytic-uremic syndrome	https://purl.humanatlas.io/vocab/hp	
HP:0033726	biolink:PhenotypicFeature	Lupus nephritis	https://purl.humanatlas.io/vocab/hp	
HP:0005580	biolink:PhenotypicFeature	Duplication of renal pelvis	https://purl.humanatlas.io/vocab/hp	
HP:0000793	biolink:PhenotypicFeature	Membranoproliferative glomerulonephritis	https://purl.humanatlas.io/vocab/hp	
HP:0008341	biolink:PhenotypicFeature	Distal renal tubular acidosis	https://purl.humanatlas.io/vocab/hp	
HP:0033295	biolink:PhenotypicFeature	Mesangial Immune complex deposition	https://purl.humanatlas.io/vocab/hp	
HP:0004722	biolink:PhenotypicFeature	Thickened glomerular basement membrane	https://purl.humanatlas.io/vocab/hp	
HP:0033485	biolink:PhenotypicFeature	Glomerular basement membrane disruption	https://purl.humanatlas.io/vocab/hp	
HP:0006772	biolink:PhenotypicFeature	Renal angiomyolipoma	https://purl.humanatlas.io/vocab/hp	
HP:0012584	biolink:PhenotypicFeature	Bilateral renal hypoplasia	https://purl.humanatlas.io/vocab/hp	
HP:0012624	biolink:PhenotypicFeature	Stage 2 chronic kidney disease	https://purl.humanatlas.io/vocab/hp	
HP:0010945	biolink:PhenotypicFeature	Fetal pyelectasis	https://purl.humanatlas.io/vocab/hp	
HP:0004727	biolink:PhenotypicFeature	Impaired renal concentrating ability	https://purl.humanatlas.io/vocab/hp	
HP:0005579	biolink:PhenotypicFeature	Impaired renal tubular reabsorption of chloride	https://purl.humanatlas.io/vocab/hp	
HP:0033282	biolink:PhenotypicFeature	Abnormal glomerular basement membrane morphology	https://purl.humanatlas.io/vocab/hp	
HP:0030034	biolink:PhenotypicFeature	Glomerular basement membrane lamellation	https://purl.humanatlas.io/vocab/hp	
HP:0000794	biolink:PhenotypicFeature	IgA deposition in the glomerulus	https://purl.humanatlas.io/vocab/hp	
HP:0008653	biolink:PhenotypicFeature	Crescentic glomerulonephritis	https://purl.humanatlas.io/vocab/hp	
HP:0008682	biolink:PhenotypicFeature	Renal tubular epithelial necrosis	https://purl.humanatlas.io/vocab/hp	
HP:0000800	biolink:PhenotypicFeature	Cystic renal dysplasia	https://purl.humanatlas.io/vocab/hp	
HP:0001969	biolink:PhenotypicFeature	Abnormal tubulointerstitial morphology	https://purl.humanatlas.io/vocab/hp	
HP:6001031	biolink:PhenotypicFeature	Cystine nephrolithiasis	https://purl.humanatlas.io/vocab/hp	
HP:0000125	biolink:PhenotypicFeature	Pelvic kidney	https://purl.humanatlas.io/vocab/hp	
HP:0011036	biolink:PhenotypicFeature	Abnormality of renal excretion	https://purl.humanatlas.io/vocab/hp	
HP:0004910	biolink:PhenotypicFeature	Bicarbonate-wasting renal tubular acidosis	https://purl.humanatlas.io/vocab/hp	
HP:0012330	biolink:PhenotypicFeature	Pyelonephritis	https://purl.humanatlas.io/vocab/hp	
HP:0031266	biolink:PhenotypicFeature	Podocyte foot process effacement	https://purl.humanatlas.io/vocab/hp	
HP:0012588	biolink:PhenotypicFeature	Steroid-resistant nephrotic syndrome	https://purl.humanatlas.io/vocab/hp	
HP:0100581	biolink:PhenotypicFeature	Dilatation of renal calices	https://purl.humanatlas.io/vocab/hp	
HP:0009741	biolink:PhenotypicFeature	Nephrosclerosis	https://purl.humanatlas.io/vocab/hp	
HP:0011129	biolink:PhenotypicFeature	Bilateral fetal pyelectasis	https://purl.humanatlas.io/vocab/hp	
HP:0006732	biolink:PhenotypicFeature	Papillary renal cell carcinoma type 2	https://purl.humanatlas.io/vocab/hp	
HP:0006766	biolink:PhenotypicFeature	Papillary renal cell carcinoma	https://purl.humanatlas.io/vocab/hp	
HP:0030949	biolink:PhenotypicFeature	Glomerular deposits	https://purl.humanatlas.io/vocab/hp	
HP:6000428	biolink:PhenotypicFeature	Glomerular fibronectin deposits	https://purl.humanatlas.io/vocab/hp	
HP:0005572	biolink:PhenotypicFeature	Decreased renal tubular phosphate excretion	https://purl.humanatlas.io/vocab/hp	
HP:0005571	biolink:PhenotypicFeature	Increased renal tubular phosphate reabsorption	https://purl.humanatlas.io/vocab/hp	
HP:0034359	biolink:PhenotypicFeature	Impaired renal tubular reabsorption of phosphate	https://purl.humanatlas.io/vocab/hp	
HP:0008738	biolink:PhenotypicFeature	Partially duplicated kidney	https://purl.humanatlas.io/vocab/hp	
HP:0032614	biolink:PhenotypicFeature	Renal glomerular amyloid deposition	https://purl.humanatlas.io/vocab/hp	
HP:0004746	biolink:PhenotypicFeature	Glomerular subendothelial electron-dense deposits	https://purl.humanatlas.io/vocab/hp	
HP:0034231	biolink:PhenotypicFeature	Sigmoid kidney	https://purl.humanatlas.io/vocab/hp	
HP:0030409	biolink:PhenotypicFeature	Renal transitional cell carcinoma	https://purl.humanatlas.io/vocab/hp	
HP:0012583	biolink:PhenotypicFeature	Unilateral renal hypoplasia	https://purl.humanatlas.io/vocab/hp	
HP:0005564	biolink:PhenotypicFeature	Absence of renal corticomedullary differentiation	https://purl.humanatlas.io/vocab/hp	
HP:0012578	biolink:PhenotypicFeature	Membranous nephropathy	https://purl.humanatlas.io/vocab/hp	
HP:0000111	biolink:PhenotypicFeature	Renal juxtaglomerular cell hypertrophy/hyperplasia	https://purl.humanatlas.io/vocab/hp	
HP:0008677	biolink:PhenotypicFeature	Congenital nephrotic syndrome	https://purl.humanatlas.io/vocab/hp	
HP:0032582	biolink:PhenotypicFeature	Renal interstitial foam cells	https://purl.humanatlas.io/vocab/hp	
HP:0005574	biolink:PhenotypicFeature	Non-acidotic proximal tubulopathy	https://purl.humanatlas.io/vocab/hp	
HP:0011126	biolink:PhenotypicFeature	Nephroptosis	https://purl.humanatlas.io/vocab/hp	
HP:0000804	biolink:PhenotypicFeature	Xanthine nephrolithiasis	https://purl.humanatlas.io/vocab/hp	
HP:0012573	biolink:PhenotypicFeature	Global proximal tubulopathy	https://purl.humanatlas.io/vocab/hp	
HP:0100611	biolink:PhenotypicFeature	Multiple glomerular cysts	https://purl.humanatlas.io/vocab/hp	
HP:0000108	biolink:PhenotypicFeature	Renal corticomedullary cysts	https://purl.humanatlas.io/vocab/hp	
HP:0004732	biolink:PhenotypicFeature	Impaired renal uric acid clearance	https://purl.humanatlas.io/vocab/hp	
HP:0005583	biolink:PhenotypicFeature	Tubular basement membrane disintegration	https://purl.humanatlas.io/vocab/hp	
HP:0033132	biolink:PhenotypicFeature	Renal cortical hyperechogenicity	https://purl.humanatlas.io/vocab/hp	
HP:0000090	biolink:PhenotypicFeature	Nephronophthisis	https://purl.humanatlas.io/vocab/hp	
HP:0020132	biolink:PhenotypicFeature	Thickening of the tubular basement membrane	https://purl.humanatlas.io/vocab/hp	
HP:0025361	biolink:PhenotypicFeature	Abnormal medullary pyramid morphology	https://purl.humanatlas.io/vocab/hp	
HP:0004734	biolink:PhenotypicFeature	Renal cortical microcysts	https://purl.humanatlas.io/vocab/hp	
HP:0012625	biolink:PhenotypicFeature	Stage 3 chronic kidney disease	https://purl.humanatlas.io/vocab/hp	
HP:0012626	biolink:PhenotypicFeature	Stage 4 chronic kidney disease	https://purl.humanatlas.io/vocab/hp	
HP:0031033	biolink:PhenotypicFeature	Impaired urinary acidification	https://purl.humanatlas.io/vocab/hp	
HP:0030036	biolink:PhenotypicFeature	Isothenuria	https://purl.humanatlas.io/vocab/hp	
HP:0034402	biolink:PhenotypicFeature	Rhabdoid tumor of the kidney	https://purl.humanatlas.io/vocab/hp	
HP:0012582	biolink:PhenotypicFeature	Bilateral renal dysplasia	https://purl.humanatlas.io/vocab/hp	
HP:0032622	biolink:PhenotypicFeature	Tubular luminal dilatation	https://purl.humanatlas.io/vocab/hp	
HP:0032948	biolink:PhenotypicFeature	Renal interstitial fibrosis	https://purl.humanatlas.io/vocab/hp	
HP:0008695	biolink:PhenotypicFeature	Transient nephrotic syndrome	https://purl.humanatlas.io/vocab/hp	
HP:0012623	biolink:PhenotypicFeature	Stage 1 chronic kidney disease	https://purl.humanatlas.io/vocab/hp	
HP:0004737	biolink:PhenotypicFeature	Global glomerulosclerosis	https://purl.humanatlas.io/vocab/hp	
HP:4000010	biolink:PhenotypicFeature	Impaired renal tubular reabsorption of bicarbonate	https://purl.humanatlas.io/vocab/hp	
HP:0004717	biolink:PhenotypicFeature	Axial malrotation of the kidney	https://purl.humanatlas.io/vocab/hp	
HP:0005932	biolink:PhenotypicFeature	Abnormal renal corticomedullary differentiation	https://purl.humanatlas.io/vocab/hp	
HP:0004724	biolink:PhenotypicFeature	Calcium nephrolithiasis	https://purl.humanatlas.io/vocab/hp	
HP:0041050	biolink:PhenotypicFeature	Renal tubular cyst	https://purl.humanatlas.io/vocab/hp	
HP:0032945	biolink:PhenotypicFeature	Renal interstitial inflammation	https://purl.humanatlas.io/vocab/hp	
HP:0004743	biolink:PhenotypicFeature	Chronic tubulointerstitial nephritis	https://purl.humanatlas.io/vocab/hp	
HP:0032581	biolink:PhenotypicFeature	Abnormal renal insterstitial morphology	https://purl.humanatlas.io/vocab/hp	
HP:0033261	biolink:PhenotypicFeature	Renal artery aneurysm	https://purl.humanatlas.io/vocab/hp	
HP:0033759	biolink:PhenotypicFeature	Impaired renal tubular reabsorption of magnesium	https://purl.humanatlas.io/vocab/hp	
HP:0008651	biolink:PhenotypicFeature	Uric acid urolithiasis independent of gout	https://purl.humanatlas.io/vocab/hp	
HP:0006770	biolink:PhenotypicFeature	Clear cell renal cell carcinoma	https://purl.humanatlas.io/vocab/hp	
HP:0031684	biolink:PhenotypicFeature	Renal artery atherosclerosis	https://purl.humanatlas.io/vocab/hp	
HP:0033601	biolink:PhenotypicFeature	Glomerular subepithelial immune-complex deposits	https://purl.humanatlas.io/vocab/hp	
HP:0033867	biolink:PhenotypicFeature	Multilamellation of medullary peritubular capillary basement membranes	https://purl.humanatlas.io/vocab/hp	
HP:0011038	biolink:PhenotypicFeature	Abnormal renal tubular resorption	https://purl.humanatlas.io/vocab/hp	
HP:0006735	biolink:PhenotypicFeature	Renal cortical adenoma	https://purl.humanatlas.io/vocab/hp	
HP:0008776	biolink:PhenotypicFeature	Abnormal renal artery morphology	https://purl.humanatlas.io/vocab/hp	
HP:0025005	biolink:PhenotypicFeature	Thickening of glomerular capillary wall	https://purl.humanatlas.io/vocab/hp	
HP:0033493	biolink:PhenotypicFeature	Mesangial matrix expansion	https://purl.humanatlas.io/vocab/hp	
HP:0012576	biolink:PhenotypicFeature	Glomerular C3 deposition	https://purl.humanatlas.io/vocab/hp	
HP:6000746	biolink:PhenotypicFeature	Elevated fractional excretion of urate	https://purl.humanatlas.io/vocab/hp	
HP:0008643	biolink:PhenotypicFeature	Nephroblastomatosis	https://purl.humanatlas.io/vocab/hp	
